Transaction_id,customer_id,Date,Product,Gender,Device_Type,Category,Customer_Login_type,Delivery_Type,Quantity,Amount US$,Individual_Price_US$
24329,1877861798,10/22/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,16,"2,000",125
24339,2038650277,10/22/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,16,274,17
24375,1354478949,10/22/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,19,"3,233",170
24797,1745486469,10/23/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,15,"3,998",267
24861,1780473175,10/23/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,500",125
24901,2059377097,10/23/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"1,697",131
24938,1203874789,10/23/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,995",150
25156,1385115526,10/23/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"6,049",378
25186,1716161886,10/23/2013,Jean,Female,Web,Clothing,Member,one-day deliver,19,"2,733",144
25398,1755787126,10/24/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,21,"3,541",169
25402,1813834993,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,899",145
25407,1296910577,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,800,36
25558,1307863249,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,"1,136",60
25575,1368308030,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"7,100",473
25608,2130350276,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"2,300",110
25657,1509476167,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"8,000",500
25674,1582647133,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"5,391",359
25740,1804706036,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"3,086",237
25742,2187463403,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"6,915",432
25766,1347112776,10/24/2013,Jean,Female,Web,Clothing,Member,one-day deliver,15,"4,845",323
25772,1437947688,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"1,898",127
25807,2305093267,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,799,53
25876,1187138220,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"16,563",920
26020,1526809746,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,0,0
26119,1769795719,10/25/2013,Shirts,Male,Web,Clothing,Member,one-day deliver,19,"1,019",54
26137,1635558632,10/25/2013,Shirts,Male,Web,Clothing,Member,one-day deliver,16,"3,500",219
26208,1738942905,10/25/2013,Shirts,Male,Web,Clothing,Member,one-day deliver,12,"1,399",117
26308,1410194024,10/25/2013,Shirts,Male,Web,Clothing,Member,one-day deliver,12,834,70
26335,1160940028,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,199,11
26369,1746584750,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"2,995",166
26424,1522621488,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"2,399",200
26454,2125751489,10/25/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,79,4
26483,1489315613,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"3,538",154
26486,1666724676,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"1,499",100
26509,2189874217,10/25/2013,Jean,Female,Web,Clothing,Member,one-day deliver,13,"2,902",223
26546,1635266068,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"12,099",550
26596,2211476182,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,0,0
26614,1781348395,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,400",78
26619,2095823625,10/26/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,17,"5,067",298
26663,1711343218,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,299,17
26674,2120286092,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"3,199",145
26683,1872482940,10/26/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,21,"15,000",714
26727,2297605369,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,525,44
26791,1839012632,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"3,943",329
26852,1373320762,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,699,58
26894,1257564914,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,17,"23,580","1,387"
26965,1510550268,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,18,"2,660",148
27077,1199502042,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,18,449,25
27218,2156169962,10/27/2013,Shirt,Male,Web,Clothing,Guest,one-day delivery,19,0,0
27310,1954102314,10/27/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,14,"1,868",133
27345,2130010644,10/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"7,390",493
27428,1963053925,10/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"4,900",245
27462,2071493983,10/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,159",108
27489,1320672813,10/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"1,299",59
27499,1695805349,10/27/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,20,"1,300",65
27542,1900237464,10/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"28,999","1,318"
27613,1619092702,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,0,0
27618,1289352163,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,0,0
27750,1323739277,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"7,740",455
27775,2226790884,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"2,186",99
27796,1393294744,10/28/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,13,"3,395",261
27845,2139204022,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,099",61
27861,2020268786,10/28/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,"1,692",94
27899,1862956698,10/28/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,14,0,0
27957,2113927830,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"3,671",204
28033,1675829767,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"3,689",231
28105,1719948130,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"14,594",695
28109,1547453903,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,150",64
28163,1461758289,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,454,32
28285,2220923299,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,22,"18,900",859
28287,1715832365,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,16,0,0
28334,2202960710,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,12,0,0
28355,2112762380,10/29/2013,Shirt,Male,Web,Clothing,Guest,one-day delivery,18,"1,000",56
28370,2252528268,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,18,"1,499",83
28432,1229037895,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,515,25
28459,1305708365,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"2,432",143
28546,1486275074,10/29/2013,Jean,Female,Web,Clothing,Member,one-day deliver,15,"5,724",382
28555,1177016569,10/29/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,20,"2,593",130
28612,2231801682,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"2,498",156
28646,1263534494,10/29/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,13,0,0
28659,1917204751,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,749,33
28679,1444759876,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"1,000",50
28680,1801177080,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,999,50
28717,1165185741,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,757,63
28776,1899198098,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,600,38
28793,1778914743,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"6,545",385
28833,1673189207,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,499,29
28895,1172513279,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"12,396",775
28916,2053987159,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"4,500",250
28963,1212640624,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"2,341",130
28988,2053586342,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"2,190",168
29101,1611887877,10/30/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"4,279",252
29230,1314068798,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"7,595",447
29250,1331954603,10/30/2013,Jean,Female,Web,Clothing,Member,Normal Delivery,14,"2,350",168
29379,2228662543,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,833",102
29385,2004426342,10/30/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,14,0,0
29401,1509175728,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"22,452","1,497"
29490,1793755481,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"8,939",639
29546,1324607132,10/30/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,21,"1,699",81
29560,1382495835,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"5,999",353
29806,1186382531,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,710,32
29816,1506817852,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,000",59
29872,1766979440,10/30/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,"2,999",167
29880,1275226974,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,500,22
29955,1591228466,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,299",115
29966,2170330530,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"12,500",781
30003,1552597949,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"24,999","1,389"
30014,1619272121,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"2,395",133
30023,1450785345,10/31/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,14,"1,620",116
30126,1347124751,10/31/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,"5,274",293
30149,2301397930,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,045",102
30264,1295360170,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"2,524",140
30376,1226730549,10/31/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,"8,100",368
30382,1550737263,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,61,850",#VALUE!
30404,1803096414,10/31/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,"1,600",80
30478,1350107598,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"2,372",182
30521,1659505165,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,299,18
30577,1456658604,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,297,15
30592,2091784832,10/31/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"1,019",60
30714,2119676740,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,900,53
30766,1897885706,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0
30798,1956920123,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"2,089",123
30842,1986506263,11/1/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,17,"3,959",233
30854,2147841796,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,0,0
30947,1664059393,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"5,340",297
31006,2108659408,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"1,710",86
31097,1252540319,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,599,40
31114,1790432436,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,014",60
31115,2019953468,11/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,800,44
31480,1223387710,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"30,900","1,343"
31521,1500216138,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,130",63
31703,1568242512,11/2/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"2,997",176
31748,1659223980,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"7,200",313
31869,1323517774,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"2,324",137
31891,1377205025,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"5,200",306
31938,1454108665,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,130",63
32027,1184151671,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,750,42
32098,1960418213,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"57,591","3,839"
32122,2275458993,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,500,23
32142,1784285563,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"2,276",99
32165,1403732912,11/4/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,13,"4,999",385
32249,1703865943,11/4/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,"2,100",95
32306,1779245746,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,100,6
32330,1672623457,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,500,25
32393,1206754566,11/4/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,"1,000",63
32428,1908177182,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,0,0
32432,2013283594,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,0,0
32472,1507049839,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"3,599",257
32505,2026316354,11/4/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,15,"5,744",383
32669,1947963039,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,799,42
32733,1742271696,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"3,399",243
32758,1514021318,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,0,0
32787,2207815082,11/4/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,12,"2,900",242
32927,1266020250,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,561,47
33004,1205669390,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"1,694",81
33006,2225478020,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,150,8
33098,1987188237,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"5,800",341
33167,1986519178,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"5,290",230
33203,1683895965,11/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"2,350",138
33231,1608625040,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"3,800",224
33247,1465942574,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"2,598",186
33282,1944645210,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"1,400",64
33390,1388847774,11/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"1,999",118
33437,2230812003,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"4,140",180
33448,1926020780,11/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,699,39
33465,1761505918,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,293,17
33483,1727688784,11/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"1,294",76
33495,1446348391,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"1,000",43
33571,1574893155,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,250,21
33600,1349528631,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"1,000",77
33638,1452467790,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,950",115
33658,1294127003,11/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,"2,298",128
33674,1732077938,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"12,483","1,040"
33675,1193028303,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,500,25
33711,2170861954,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"3,500",194
33771,1406039680,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"2,879",240
33805,1897605542,11/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,"1,200",67
33807,1454398544,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,275",114
33833,2288686534,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"2,300",135
33875,1970809054,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,450,21
33923,1166887518,11/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,"3,250",163
34030,1321993571,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,"12,244",644
34056,1844679512,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"4,120",229
34109,2237527445,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"19,000","1,583"
34129,1715401022,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"1,000",83
34150,2295698327,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,000",100
34159,2116967706,11/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,14,"2,630",188
34202,1417342537,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,750,44
34203,1945972955,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"3,999",174
34234,1243060946,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"2,299",135
34352,2190914328,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,0,0
34355,1840378911,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"1,250",89
34466,1888641658,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"6,091",358
34475,1858013440,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"5,291",311
34481,1400003697,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"18,643","1,036"
34501,1964878507,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"4,842",242
34502,2162024810,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"3,000",167
34532,2297642130,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"6,500",283
34605,2147827535,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0
34704,1692286597,11/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,"1,690",85
34918,2078638357,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"4,000",308
34958,1839562473,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"1,349",112
34968,1192020485,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,0,0
34980,2038313661,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"7,999",348
35022,1706636052,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,453",81
35113,1972087824,11/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,898,45
35147,1332759997,11/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,13,"1,748",134
35163,2076812534,11/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,799",100
35299,1174357252,11/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"19,775",942
35330,1491556143,11/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"3,999",250
35343,1320875518,11/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,"1,400",88
35414,2254006991,11/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"3,238",202
35543,2171744959,11/8/2013,Shirt,Male,Web,clothing,Member,one-day deliver,18,"2,362",131
35560,2155992837,11/8/2013,Shirt,Male,Web,clothing,Member,one-day deliver,18,"4,520",251
35575,1318339951,11/8/2013,Shirt,Male,Web,clothing,Member,one-day deliver,17,650,38
35576,1274910915,11/8/2013,Shirt,Male,Web,clothing,Member,one-day deliver,20,"2,125",106
35721,2008291658,11/8/2013,Jean,Female,Web,clothing,Member,one-day deliver,19,"5,808",306
35768,2292099590,11/8/2013,Shirt,Male,Web,clothing,Member,one-day deliver,17,"5,521",325
35772,1483110036,11/8/2013,Shirt,Male,Web,clothing,Member,one-day deliver,16,200,13
35816,1225531606,11/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"1,26,834",#VALUE!
35878,1923045782,11/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"3,397",200
35958,1349191000,11/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"1,890",135
35964,1896019124,11/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"2,595",124
36166,2252116477,11/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"4,100",205
36426,1959236232,11/10/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,17,0,0
36432,2251284830,11/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"15,421",907
36634,1695628608,11/10/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,"2,291",115
36714,2264994903,11/10/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,13,995,77
36733,1473004662,11/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"2,000",91
36940,2304442135,11/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,0,0
37001,1202612312,11/10/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,13,"3,388",261
37010,2239788698,11/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,795,47
37155,1202935844,11/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,350",79
37280,2267944327,11/11/2013,Jean,Female,Web,Clothing,Member,Normal Delivery,17,0,0
37328,2025862081,11/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"2,673",122
37377,2183431574,11/11/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"13,385",787
37390,1808520581,11/11/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"11,800",694
37489,1791649075,11/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"1,684",80
37504,1648757327,11/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"1,300",81
37506,1624162210,11/11/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,21,"3,500",167
37523,1667055630,11/11/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,18,0,0
37527,2195519497,11/11/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,16,"6,176",386
37557,2023979848,11/11/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,19,"5,694",300
37593,1812665099,11/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,199",71
37637,1918679490,11/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,66,4
37644,2000790253,11/11/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,19,"9,003",474
37751,2047941955,11/11/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,17,"13,093",770
37757,1630101956,11/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,199,9
37775,1170692697,11/11/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,0,0
